title,organization,rating,review_count,difficulty,course_type,duration,skills,url,is_free,course_id
AI & Law ,Lund University,4.695461200585652,683,Beginner,Course,ONE_TO_FOUR_WEEKS,"Law, Regulation, and Compliance, Artificial Intelligence, Intellectual Property, Legal Proceedings, Labor Law, Legal Research, Innovation, Criminal Investigation and Forensics, Public Administration, Healthcare Industry Knowledge, Predictive Modeling",/learn/ai-law,False,course~afU9lKsEEeqweBJy12yzXw
First Step Korean,Yonsei University,4.87504983956407,52669,Beginner,Course,ONE_TO_THREE_MONTHS,"Language Competency, Grammar, Writing, Vocabulary, Literacy, Culture",/learn/learn-korean,True,course~3G1aij8iEeWKOBLv1z6n9w
Google Data Analytics Capstone: Complete a Case Study,Google,4.782445652173913,18400,Beginner,Course,ONE_TO_FOUR_WEEKS,"LinkedIn, Data Analysis, Data Processing, Spreadsheet Software, Analytical Skills, Interviewing Skills, Data Visualization Software, Business Analytics, Artificial Intelligence, Portfolio Management, Research Reports, Data Cleansing, Data Visualization, Presentations",/learn/google-data-analytics-capstone,False,course~m0fACXB0EeulIxJCZb_vVQ
Certified Project Manager,SkillUp EdTech,4.65352862849534,751,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Stakeholder Engagement, Project Management Life Cycle, Resource Management, Risk Management, Earned Value Management, Stakeholder Management, Project Risk Management, Team Motivation, Project Schedules, Resource Planning, Project Management Institute (PMI) Methodology, Stakeholder Communications, Project Management, Negotiation, Project Planning, Resource Allocation, Leadership and Management, Leadership, Systems Development Life Cycle, Cost Management",/specializations/skillup-edtech-modern-project-management,False,s12n~pMOxgWigQVqnuXty7DPEBQ
Introduction to Clinical Data,Stanford University,4.644646924829157,439,Beginner,Course,ONE_TO_THREE_MONTHS,"Feature Engineering, Data Ethics, Clinical Research, Clinical Data Management, Health Informatics, Medical Records, Unstructured Data, Health Care, Data Mining, Electronic Medical Record, Data Collection, Data Manipulation, Health Disparities, Text Mining, Data Processing, Medical Imaging",/learn/introduction-clinical-data,False,course~4B7lX2rZEeqUZwrkS_2HfQ
Digital Manufacturing & Design Technology,"University at Buffalo, The State University of New York",4.6013159797541565,6915,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Model Based Systems Engineering, Systems Engineering, Product Lifecycle Management, Intrusion Detection and Prevention, Security Controls, Performance Measurement, Control Systems, Continuous Monitoring, Anomaly Detection, Machine Controls, Incident Response, Digital Transformation, Vulnerability Assessments, Cybersecurity, Manufacturing Processes, Data Sharing, Manufacturing Operations, Product Design, Manufacturing and Production, Constructive Feedback",/specializations/digital-manufacturing-design-technology,False,s12n~Tpbzoz7kEeaRIRKIzCf3cw
Customer Service Fundamentals,Knowledge Accelerators,4.7715068493150685,1825,Beginner,Course,ONE_TO_FOUR_WEEKS,"Customer Support, Service Level Agreement, Customer Service, Help Desk Support, Technical Support, Problem Solving, Verbal Communication Skills, Conscientiousness, Communication, Resourcefulness, Rapport Building, Active Listening, Empathy, Process Management",/learn/customer-service-fundamentals,False,course~kK2IsV-JEei_nBLwczMEKA
Fundamentals of Finance,University of Pennsylvania,3.9458689458689458,1053,Beginner,Course,ONE_TO_THREE_MONTHS,"Finance, Equities, Financial Modeling, Corporate Finance, Financial Analysis, Business Valuation, Investments, Investment Management, Risk Analysis, Cash Flows",/learn/finance-fundamentals,False,course~E2noIXnEEeqAgA5qAtp8VQ
Introduction to Generative AI for Software Development,DeepLearning.AI,4.666666666666667,474,Beginner,Course,ONE_TO_FOUR_WEEKS,"Prompt Engineering, Large Language Modeling, ChatGPT, Generative AI, Code Review, Software Development, Program Development, Software Development Methodologies, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML)",/learn/introduction-to-generative-ai-for-software-development,False,course~qAyAY_jYEe685RKHZHPURQ
IT Fundamentals for Cybersecurity,IBM,4.578091791865152,21832,Beginner,Specialization,THREE_TO_SIX_MONTHS,"IT Service Management, Cloud Computing, Information Technology Infrastructure Library, Malware Protection, Identity and Access Management, Linux, Incident Response, Networking Hardware, TCP/IP, Cybersecurity, Network Security, Network Protocols, Linux Servers, Computer Security Incident Management, Cloud Security, Operating Systems, Windows Servers, Cyber Risk, Data Ethics, Cyber Attacks",/specializations/it-fundamentals-cybersecurity,False,s12n~BmvywlfcEemhORKUyd0AzA
Introduction to Finance: The Basics,University of Illinois Urbana-Champaign,4.724279835390947,486,Beginner,Course,ONE_TO_THREE_MONTHS,"Financial Statements, Financial Statement Analysis, Financial Analysis, Finance, Cash Flows, Balance Sheet, Income Statement, Investment Management, Return On Investment, Corporate Finance, Financial Management, Organizational Structure, Business, Business Management, Financial Forecasting, Leadership and Management",/learn/introduction-to-finance-the-basics,False,course~aW5kPas1EeqgRA4uxtvgXw
Automate Cybersecurity Tasks with Python,Google,4.766011414077362,3154,Beginner,Course,ONE_TO_FOUR_WEEKS,"Debugging, Python Programming, Cybersecurity, Cyber Security Assessment, Scripting, Programming Principles, Algorithms, Automation, Computer Programming, Integrated Development Environments, File Management, Data Structures",/learn/automate-cybersecurity-tasks-with-python,False,course~7LHOTGUJEe21jBLFGcIQ1w
"Introduction to Biology: Ecology, Evolution, & Biodiversity",Rice University,4.846728971962617,214,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Biology, Environment, Microbiology, Life Sciences, Environmental Science, Environmental Issue, Environment and Resource Management, Demography, Natural Resource Management, Anatomy, Molecular Biology, Taxonomy, Estimation, Scientific Methods, Research, Experimentation, Data Collection, Research Methodologies",/specializations/introduction-to-biology,False,s12n~eBVhoHScEeyYUhI6nlNsuQ
An Introduction to American Law,University of Pennsylvania,4.832143546208759,5183,Beginner,Course,ONE_TO_THREE_MONTHS,"Civil Procedures, Civil Law, Personal Injury Law, Commercial Laws, Lawsuits, Court Systems, Legal Proceedings, Plaintiff, Legal Research, Case Law, Law, Regulation, and Compliance, Criminal Investigation and Forensics, Legal Pleadings, Governance",/learn/american-law,True,course~jh4YTdysEeSnbSIACyCHUg
Behavioral Finance,Duke University,4.445410849164569,4369,Beginner,Course,ONE_TO_FOUR_WEEKS,"Behavioral Economics, Decision Making, Financial Planning, Finance, Consumer Behaviour, Financial Market, Economics, Psychology, Risk Analysis",/learn/duke-behavioral-finance,True,course~NSxhuc9cEeWczg7kSY_tVQ
AI in Education: Leveraging ChatGPT for Teaching,University of Pennsylvania,4.767567567567568,185,Beginner,Course,ONE_TO_FOUR_WEEKS,"Prompt Engineering, Data Ethics, ChatGPT, AI Personalization, Generative AI Agents, Generative AI, Education Software and Technology, Artificial Intelligence, Teaching, Information Privacy",/learn/wharton-ai-in-education-leveraging-chatgpt-for-teaching,False,course~ONqjrYvhEe-Prw4pgRltBQ
Creative Writing,Wesleyan University,4.642347266881029,6220,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Storytelling, Peer Review, Writing and Editing, Writing, Editing, Proofreading, Storyboarding, Content Creation, Constructive Feedback, Persistence, Professionalism, Creativity",/specializations/creative-writing,False,s12n~Z3IV2rMAEeW3mhLW1_Ertw
Coding for Everyone: C and C++,"University of California, Santa Cruz",4.47785441426146,9424,Beginner,Specialization,THREE_TO_SIX_MONTHS,"C++ (Programming Language), Debugging, C (Programming Language), Object Oriented Programming (OOP), Software Design Patterns, Programming Principles, Data Structures, Computer Programming, Algorithms, Command-Line Interface, Graph Theory, Program Development, Computer Science, Computational Thinking, Integrated Development Environments, Artificial Intelligence, File Systems, Game Design",/specializations/coding-for-everyone,False,s12n~lxXNdeGQEeq1Mwqrp-pWyQ
Preparatory Certificate in Finance and Financial Markets,Corporate Finance Institute,4.744768856447689,411,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Environmental Social And Corporate Governance (ESG), Financial Statement Analysis, Annual Reports, Mergers & Acquisitions, Income Statement, Financial Statements, Financial Analysis, Business Valuation, Banking Services, Credit Risk, Loans, Capital Expenditure, Corporate Finance, Banking, Accounting, Capital Markets, Enterprise Risk Management (ERM), Balance Sheet, Financial Trading, Wealth Management",/specializations/finance-and-financial-markets,False,s12n~mCOtupnoS_e70IKXMu-nGQ
International Humanitarian Law in Theory and Practice ,"Universiteit Leiden, Kalshoven-Gieskes Forum",4.810547875064004,1953,Beginner,Course,ONE_TO_THREE_MONTHS,"Legal Proceedings, International Relations, Conflict Management, Child Welfare, Ethical Standards And Conduct, Working With Children, Legal Research, Case Law, Investigation",/learn/international-humanitarian-law,True,course~9DkW4SOoEei1GgpVZ5bYIA
Academic English: Writing,"University of California, Irvine",4.718374698001319,22765,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Grammar, Peer Review, Writing, Research, Proofreading, Editing, Writing and Editing, English Language, Vocabulary, Style Guides",/specializations/academic-english,False,s12n~_DKB-EeMEeWpwg5iaKtymQ
Johns Hopkins Medical Office Manager,Johns Hopkins University,4.790243902439024,82,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Medical Billing and Coding, Patient Registration, Care Management, Medical Privacy, Revenue Cycle Management, Practice Management, Organizational Change, Change Management, Performance Review, Data Management, ICD Coding (ICD-9/ICD-10), Medical Terminology, Claims Processing, Patient Safety, Continuous Quality Improvement (CQI), Case Management, Data Integrity, Health Systems, Healthcare Industry Knowledge, Data Analysis",/professional-certificates/johns-hopkins-medical-office-manager,False,s12n~fMbfxQ-sT7yySwOojU7TZw
Organizational Analysis ,Stanford University,4.615242778119238,1627,Beginner,Course,ONE_TO_THREE_MONTHS,"Organizational Structure, Decision Making, Organizational Leadership, Organizational Change, Professional Networking, Strategic Decision-Making, Business, Social Sciences, Culture, Sociology, Analysis, Resource Management, Learning Theory, Innovation, Negotiation",/learn/organizational-analysis,True,course~T4_v6hfTEeaUCRJWL-pjpQ
Structuring Machine Learning Projects,DeepLearning.AI,4.787093810541453,50069,Beginner,Course,ONE_TO_FOUR_WEEKS,"Deep Learning, Applied Machine Learning, Machine Learning, Tensorflow, PyTorch (Machine Learning Library), Debugging, Artificial Intelligence, Keras (Neural Network Library), Data Quality, Performance Tuning",/learn/machine-learning-projects,False,course~-7ZymCvBEee6gA5XksfBbg
An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine",4.6534656398104275,20256,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Test Planning, Embedded Systems, Linux, Internet Of Things, Embedded Software, Functional Requirement, Debugging, General Networking, Hardware Design, Systems Design, Operating Systems, Requirements Analysis, Electronic Hardware, System Design and Implementation, C (Programming Language), Basic Electrical Systems, Application Programming Interface (API), TCP/IP, Integrated Development Environments, Python Programming",/specializations/iot,False,s12n~2dgcgEtKEeWSww77HCUkbQ
Developing Mobile Apps with React Native,"IBM, SkillUp EdTech",4.397934386391252,823,Beginner,Specialization,THREE_TO_SIX_MONTHS,"React Native, Flutter (Software), Mobile Development, React Redux, React.js, Front-End Web Development, JavaScript Frameworks, Ajax, Cross Platform Development, Javascript, Apple iOS, UI Components, Data Structures, Back-End Web Development, Debugging, iOS Development, User Story, Full-Stack Web Development, Android Development, Web Applications",/specializations/developing-mobile-apps-with-react-native,False,s12n~8QNWmM3FR7qXPfevSKdAoQ
Project Management Principles and Practices,"University of California, Irvine",4.714752804184073,30401,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Cost Estimation, Stakeholder Management, Project Risk Management, Project Controls, Project Schedules, Work Breakdown Structure, Project Performance, Estimation, Conflict Management, Quality Management, Change Control, Project Management, Timelines, Milestones (Project Management), Peer Review, Project Planning, Budgeting, Scheduling, Project Management Life Cycle, Risk Management",/specializations/project-management,False,s12n~qzhn9PT2EeSKSCIAC7TI2A
Google データアナリティクス,Google,4.680851063829787,611,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Rmarkdown, Data Presentation, Data Ethics, Data Storytelling, Data Visualization, Data Cleansing, Stakeholder Communications, Analytical Skills, Data-Driven Decision-Making, Interactive Data Visualization, Data Visualization Software, Data Validation, Dashboard, Ggplot2, Interviewing Skills, Presentations, Data Access, Spreadsheet Software, Data Analysis, Tableau Software",/professional-certificates/data-analytics-japanese,False,s12n~aJbRXK7pEey8UArux7BqFw
Introduction to Data Analytics,IBM,4.755041706261219,18942,Beginner,Course,ONE_TO_THREE_MONTHS,"Big Data, Data Analysis, Statistical Analysis, Apache Hadoop, Data Wrangling, Apache Hive, Data Collection, Data Mart, Data Science, Data Warehousing, Data Visualization, Data Cleansing, Apache Spark, Data Lakes, Data Visualization Software, Microsoft Excel",/learn/introduction-to-data-analytics,False,course~ZWYBq9zVEeqMbw6VbjEnNw
Clinical Trials Operations,Johns Hopkins University,4.718798449612402,516,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Clinical Data Management, Clinical Trials, Sample Size Determination, Clinical Research, Data Quality, Healthcare Ethics, Quality Assurance, Data Cleansing, Data Management, Regulatory Compliance, Data Integrity, Data Governance, Microsoft Excel, Statistical Reporting, Data Compilation, Scientific Methods, Biostatistics, Data Sharing, Statistical Analysis, Data Collection",/specializations/clinical-trials-operations,False,s12n~mVzZ6i3xEeyXxhK-OyL_XQ
Preparing  Data for Analysis with Microsoft Excel,Microsoft,4.726859861591696,4624,Beginner,Course,ONE_TO_FOUR_WEEKS,"Excel Formulas, Microsoft Excel, Spreadsheet Software, Power BI, Data Analysis, Productivity Software, Data Cleansing, Data Manipulation, Data Management",/learn/preparing-data-for-analysis-with-microsoft-excel,False,course~Ad7OaubIEe2nnBJXwaSqgQ
Investment Management,University of Geneva,4.727533561463543,7598,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Portfolio Management, Wealth Management, Risk Management, Investment Management, Financial Market, Business Risk Management, Capital Markets, Risk Analysis, Asset Management, Performance Measurement, Investments, Market Dynamics, Environmental Social And Corporate Governance (ESG), Financial Planning, Finance, Equities, Performance Analysis, Financial Policy, FinTech, Economics",/specializations/investment-management,False,s12n~VhBX5alEEeW3mhLW1_Ertw
Java Programming and Software Engineering Fundamentals,Duke University,4.591963798435514,21988,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Object Oriented Programming (OOP), Java, Java Programming, Hypertext Markup Language (HTML), Software Design, Software Design Patterns, Data Structures, HTML and CSS, Debugging, Software Engineering, Cryptography, Web Development, Programming Principles, Computer Programming, Encryption, AI Personalization, Javascript, Algorithms, Data Analysis, Cascading Style Sheets (CSS)",/specializations/java-programming,False,s12n~3-NBikXzEeWwQw6izX918Q
Social Psychology,Wesleyan University,4.721606648199446,5054,Beginner,Course,ONE_TO_THREE_MONTHS,"Social Sciences, Psychology, Persuasive Communication, Behavior Management, Conflict Management, Interpersonal Communications, Cultural Diversity, Research, Ethical Standards And Conduct, Experimentation",/learn/social-psychology,True,course~qLwmkiOZEeadsBKew8xmjQ
 IT Security: Defense against the digital dark arts ,Google,4.809546369773777,25329,Beginner,Course,ONE_TO_THREE_MONTHS,"Information Systems Security, Network Security, Computer Security, Application Security, Security Controls, Cybersecurity, Security Awareness, Encryption, Data Security, Cryptography, Security Strategy, Information Technology, Security Management, Authorization (Computing), Threat Management, Firewall, Identity and Access Management, Threat Detection, Hardening, Malware Protection",/learn/it-security,False,course~quF5rVdrEeesGQokJ1NePA
AI for Good,DeepLearning.AI,4.723628691983122,474,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Disaster Recovery, Data Analysis, Jupyter, Exploratory Data Analysis, Image Analysis, Data Ethics, Statistical Analysis, Emergency Response, Artificial Intelligence, Machine Learning, Predictive Modeling, Applied Machine Learning, Mitigation, Text Mining, Environmental Monitoring, Computer Vision, Deep Learning, Data Processing, Supervised Learning, Natural Language Processing",/specializations/ai-for-good,False,s12n~WM-wjDK4EeyT8xKdcQQUGQ
Google Marketing Digital e E-Commerce,Google,4.841072210065645,4570,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Email Marketing, Paid media, Target Audience, Data Storytelling, Social Media Marketing, Social Media Strategy, Content Creation, Search Engine Optimization, Marketing Budgets, Order Fulfillment, Media Planning, Search Engine Marketing, Google Ads, Social Media Management, Customer Retention, Customer Relationship Management, Online Advertising, Customer experience strategy (CX), Marketing, Campaign Management",/professional-certificates/certificado-de-carrera-de-google-marketing-digital-e-e-commerce,False,s12n~oA6wRp2yEe2jPBL8Qwdh2w
Entrepreneurship: Growing Your Business,University of Virginia,4.7562475364603864,7611,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Financial Statements, Financial Accounting, Balance Sheet, Financial Reporting, Financial Statement Analysis, Design Thinking, Accounting, Innovation, Process Design, Business Modeling, Entrepreneurship, Philanthropy, Courage, Leadership Development, Strategic Leadership, Corporate Sustainability, Stakeholder Engagement, Professional Development, Finance, HR Tech",/specializations/entrepreneurship-growing-your-business,False,s12n~JIDtDNziEeq5dgp4eocg-Q
Financial Analysis - Skills for Success,University of Illinois Urbana-Champaign,4.696270396270396,429,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Financial Statements, Financial Statement Analysis, Financial Forecasting, Financial Accounting, Variance Analysis, Financial Analysis, Income Statement, Balance Sheet, Performance Measurement, Management Accounting, Return On Investment, Revenue Forecasting, Cash Flow Forecasting, Financial Management, Cost Management, Financial Data, Budgeting, Finance, Accounting, Business Valuation",/specializations/financial-analysis-skills-for-success,False,s12n~ct8BPzmzEe2Wjg4RlAfj9w
UI / UX Design,California Institute of the Arts,4.709022177419352,7936,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Information Architecture, Wireframing, User Interface and User Experience (UI/UX) Design, Persona (User Experience), Mockups, User Experience Design, Responsive Web Design, UI/UX Strategy, Adobe XD, User Interface (UI) Design, User Centered Design, Interaction Design, Prototyping, Graphic and Visual Design, Web Language, HTML and CSS, User Flows, Web Design, Design Elements And Principles, User Research",/specializations/ui-ux-design,False,s12n~udYNBKoJEeehKwqLCT_WXA
Generative AI: Introduction and Applications,IBM,4.661780479084734,2797,Beginner,Course,ONE_TO_FOUR_WEEKS,"Generative AI, ChatGPT, OpenAI, Prompt Engineering, Large Language Modeling, Artificial Intelligence, Program Development, Content Creation, Image Analysis, Virtual Environment",/learn/generative-ai-introduction-and-applications,False,course~I3MKFTq0Ee6PABLgKXk5yQ
Cybersecurity for Everyone,"University of Maryland, College Park",4.713245033112583,3020,Beginner,Course,ONE_TO_THREE_MONTHS,"Cyber Risk, Cyber Security Policies, Security Management, Cybersecurity, Risk Management, Cyber Security Strategy, Cyber Attacks, Cyber Governance, Infrastructure Security, Telecommunications, Computer Security Awareness Training, Threat Detection, Enterprise Security, Security Awareness, General Networking, Data Security, Vulnerability, Public Safety and National Security, Governance, Political Sciences",/learn/cybersecurity-for-everyone,True,course~QYOONkPJEeuVrwrlQzvd6w
Project Management & Other Tools for Career Development,"University of California, Irvine",4.657542998867745,37094,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Business Writing, Negotiation, Stakeholder Management, Project Performance, Business Correspondence, Creative Problem-Solving, Problem Solving, Conflict Management, Concision, Project Risk Management, Editing, Decision Making, Change Control, Grammar, Project Management, Creativity, Risk Management, Emotional Intelligence, Relationship Building, Communication",/specializations/project-management-success,False,s12n~3h1I9ctkEem5_AoaHy-1fg
Introduction to Social Media Marketing,Meta,4.835736593793608,15049,Beginner,Course,ONE_TO_THREE_MONTHS,"Social Media Marketing, Social Media, Target Audience, Social Media Strategy, Social Media Management, Marketing, Key Performance Indicators (KPIs), Goal Setting, Facebook, Customer Analysis, Marketing Strategies, Marketing Channel, Instagram, Digital Marketing",/learn/social-media-marketing-introduction,False,course~BEjQU3kbEeqayxIVuQI5Hw
"Psychology of Anxiety, Mood, Substance Use, and Addictive Behaviors",American Psychological Association,4.8292817679558,181,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Mental and Behavioral Health Specialties, Mental Health Diseases and Disorders, Clinical Psychology, Mental and Behavioral Health, Mental Health Therapies, Psychiatry, Psychological Evaluations, Mental Health, Behavioral Health, Psychotherapy, Cultural Diversity, Epidemiology, Psychiatric And Mental Health Nursing, Pharmacology, Neurology, Demography, Psychology, Pharmacotherapy",/specializations/anxiety-mood-substance-addictive-behaviors,False,s12n~pgmbxMvzRmKOJZd7qh5hEA
Project Management,University of Colorado Boulder,4.74532640949555,1348,Beginner,Specialization,ONE_TO_THREE_MONTHS,"User Story, Supplier Management, Project Schedules, Project Closure, Engineering Management, Milestones (Project Management), Team Leadership, Stakeholder Management, Agile Project Management, Scheduling, Scrum (Software Development), Procurement, Quality Management, Team Management, Project Planning, Agile Methodology, Project Scoping, Project Management, Risk Management, Stakeholder Communications",/specializations/meem-project-management,False,s12n~ebC6ALa6Eey9MxK0y2Cstw
Digital Transformation Using AI/ML with Google Cloud,Google Cloud,4.680973570658036,7416,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Serverless Computing, Digital Transformation, Cloud Services, Data Ethics, Cloud Infrastructure, Google Cloud Platform, Application Programming Interface (API), Applied Machine Learning, Hybrid Cloud Computing, Infrastructure As A Service (IaaS), Cloud Computing, Public Cloud, Technical Management, Business Transformation, Containerization, Technology Strategies, Cloud-Native Computing, Multi-Cloud, IT Management, Machine Learning",/specializations/digital-transformation-using-ai-ml-with-google-cloud,False,s12n~oVLaXTZ_Eeu7AA6Z4AQSNw
Introduction to Artificial Intelligence (AI),IBM,4.702738203496009,19794,Beginner,Course,ONE_TO_FOUR_WEEKS,"Generative AI, ChatGPT, Natural Language Processing, Data Governance, Computer Science, Business Intelligence, Business Ethics, Robotic Process Automation, Content Creation, Risk Mitigation",/learn/introduction-to-ai,False,course~mR7MlUaTEemuHQ4HpHozrA
Think Outside the Inbox: Email Marketing,Google,4.781030011115228,2699,Beginner,Course,ONE_TO_THREE_MONTHS,"Email Marketing, Campaign Management, Copywriting, Marketing Strategy and Techniques, Personally Identifiable Information, Digital Marketing, Marketing Automation, Newsletters, HubSpot CRM, Marketing Analytics, Promotional Strategies, Data Ethics, Performance Analysis, A/B Testing, Customer Retention, Key Performance Indicators (KPIs)",/learn/think-outside-the-inbox,False,course~MBqC4XJLEeys9RJMWW48Yw
Anatomy,University of Michigan,4.8256666666666685,3900,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Anatomy, Pulmonology, Cardiology, Respiration, Gynecology, Obstetrics And Gynecology, Orthopedics, Neurology, Urology, Kinesiology, Medical Imaging, Vital Signs, General Medicine, Biology, Medical Terminology",/specializations/anatomy,False,s12n~JnwOifc9Eeilig44CSYEuA
Data Analytics Foundations,DeepLearning.AI,4.72,100,Beginner,Course,ONE_TO_FOUR_WEEKS,"Data Storytelling, Google Sheets, Data Visualization, Spreadsheet Software, Large Language Modeling, Data Literacy, Data Presentation, Data Visualization Software, Business Analysis, Data Analysis, Analytics, Business Requirements, Exploratory Data Analysis, Data-Driven Decision-Making, Stakeholder Engagement",/learn/data-analytics-foundations,False,course~hnRe5PtREe6muw6kPmMYSw
Keller Williams Real Estate Agent,Keller Williams,4.724528301886793,159,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Lead Generation, Administrative Support, Real Estate, Office Management, Real Estate Sales, Value Propositions, Property and Real Estate, Sales Process, Customer Relationship Building, Database Management, Real Estate Transactions, Customer Acquisition Management, Sales Management, Organizational Skills, Sales Prospecting, Sales Presentation, Showrooms, Contract Negotiation, Interpersonal Communications, Goal Setting",/professional-certificates/keller-williams-real-estate-agent,False,s12n~Y5iZ7pB6QLKvuyUILJvcCw
Introduction to Discrete Mathematics for Computer Science,University of California San Diego,4.4638957475994525,3645,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Graph Theory, Logical Reasoning, Combinatorics, Computational Logic, Deductive Reasoning, Cryptography, Probability, Key Management, Computational Thinking, Encryption, Network Analysis, Public Key Cryptography Standards (PKCS), Algorithms, Theoretical Computer Science, Python Programming, Data Structures, Cybersecurity, Arithmetic, Computer Programming, Network Routing",/specializations/discrete-mathematics,False,s12n~VEskWWftEeeRcArRQWecQg
Using Public Policy for Social Change,University of Michigan,4.873239436619718,142,Beginner,Course,ONE_TO_FOUR_WEEKS,"Policy Analysis, Policy Development, Social Justice, Advocacy, Public Policies, Political Sciences, Health Policy, Economics, Policy, and Social Studies, Program Evaluation, Community and Social Work, Diversity Equity and Inclusion Initiatives, Research, Problem Solving",/learn/using-public-policy-for-social-change,False,course~TvdumdPFEe2HUgoXSm74nw
Excel Skills for Business: Essentials,Macquarie University,4.869708212172867,49865,Beginner,Course,ONE_TO_THREE_MONTHS,"Data Visualization, Microsoft Excel, Data Entry, Spreadsheet Software, Excel Formulas, Productivity Software, Data Management",/learn/excel-essentials,False,course~_uJaK-gwEeaksw4f8WaZLg
Put It to Work: Prepare for Cybersecurity Jobs,Google,4.848379417689068,5461,Beginner,Course,ONE_TO_THREE_MONTHS,"Incident Response, Computer Security Incident Management, Cybersecurity, Cyber Threat Intelligence, Security Management, Security Awareness, Data Ethics, Data Security, Personally Identifiable Information, Technical Communication, Artificial Intelligence",/learn/prepare-for-cybersecurity-jobs,False,course~-TDPq2UJEe2piwrmyBNtEQ
Marketing en redes sociales de Meta,Meta,4.801194539249146,1758,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Target Audience, Content Performance Analysis, Paid media, Social Media Marketing, Social Media Management, Social Media Content, Data Storytelling, Social Media Campaigns, Social Media, Social Media Strategy, Campaign Management, Performance Analysis, Content Creation, Marketing Budgets, Marketing Effectiveness, Advertising Campaigns, Performance Metric, Advertising, Online Advertising, Facebook",/professional-certificates/marketing-en-redes-sociales-de-facebook,False,s12n~LH8agmGZEeuG5A5XR3x7mw
Introduction to Large Language Models,Google Cloud,4.4383020730503455,1013,Beginner,Course,ONE_TO_FOUR_WEEKS,"Large Language Modeling, Prompt Engineering, Generative AI, Google Cloud Platform, Artificial Intelligence and Machine Learning (AI/ML)",/learn/introduction-to-large-language-models,False,course~Exn6t_SUEe2OqwqhrYNGhQ
Unilever Supply Chain Data Analyst,Unilever,4.712231759656652,466,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Data Governance, Descriptive Analytics, Data Storytelling, Supply Chain, Supply Chain Management, Demand Planning, Presentations, Data Visualization, Supply Chain Systems, Supply Chain Planning, Process Improvement, Data Management, Data Lakes, Predictive Analytics, Transportation, Supply Chain, and Logistics, Forecasting, Data Analysis, Data Analysis Software, Real Time Data, Problem Solving",/professional-certificates/unilever-supply-chain-data-analyst,False,s12n~dT7z_DwLTeaRcJ638U4wkg
Science of Exercise,University of Colorado Boulder,4.811792352061525,4681,Beginner,Course,ONE_TO_FOUR_WEEKS,"Kinesiology, Nutrition and Diet, Health Assessment, Pharmacology, Public Health and Disease Prevention, Preventative Care, Respiration, Anatomy, Chronic Diseases, Vital Signs, Biochemistry, Public Health, Biology, Cardiology",/learn/science-exercise,False,course~KC6DzQqDEeenAhJZe8ktbg
Conduct UX Research and Test Early Concepts,Google,4.786723404255319,5875,Beginner,Course,ONE_TO_FOUR_WEEKS,"UI/UX Research, Usability Testing, Presentations, User Experience Design, User Research, Mobile Development, Data Ethics, Research Design, Prototyping, Technical Communication, Information Privacy",/learn/conduct-ux-research,False,course~U7e_Lgp-EeubJBIM7h4jow
Healthcare IT Support,Johns Hopkins University,4.747969348659005,1305,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Medical Privacy, Electronic Medical Record, Telehealth, Patient Safety, Health Technology, Health Information Management, Medical Equipment and Technology, Security Awareness, Cloud Security, Personally Identifiable Information, Encryption, Desktop Support, End User Training and Support, Health Care, Technical Support and Services, Decision Support Systems, Health Care Procedure and Regulation, Help Desk Support, Technical Support, Customer Support",/specializations/healthcare-it,False,s12n~wegQfR-DEeu8_RLvNqbnww
Introduction to English Common Law,University of London,4.810094952523738,2001,Beginner,Course,ONE_TO_THREE_MONTHS,"Court Systems, Case Law, Legal Research, Legal Proceedings, Law, Regulation, and Compliance, Civil Law, Social Studies, Political Sciences, European History, Governance",/learn/intro-common-law,True,course~736PrTvOEeeaawqep_smgg
